transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,transaction_month,transaction_year,high_value_transaction
T25904,2023-01-13,C4761,Headphones,2.0,855.8,Credit Card,Failed,1711.6,1,2023,Yes
T25905,2021-09-12,C2621,Coffee Machine,9.0,255.55,Credit Card,Completed,2299.94,9,2021,Yes
T25906,2023-01-13,C3255,Laptop,5.0,525.38,Credit Card,Completed,2626.9,1,2023,Yes
T25907,2023-01-13,C1800,Headphones,6.0,935.43,Credit Card,Unknown,5612.57,1,2023,Yes
T25908,2023-01-13,C710,Tablet,219.0,525.38,Credit Card,Completed,115058.06,1,2023,Yes
T25909,2025-12-01,C4980,Headphones,8.0,525.38,PayPal,Failed,4203.03,12,2025,Yes
T25910,2023-01-13,C4987,Co,9.0,237.8,PayPal,Pending,2140.2,1,2023,Yes
T25911,2023-01-13,C1866,Laptop,3.0,527.38,Cash,Pending,1582.14,1,2023,Yes
T25912,2020-02-01,Unknown,Coffee Machine,642.0,977.53,Cash,Completed,627571.37,2,2020,Yes
T25913,2023-06-11,C1027,Coffee Machi,173.0,116.35,PayPal,Completed,20128.32,6,2023,Yes
T25914,2023-01-13,C4449,Coffee Machine,305.0,175.42,PayPal,Unknown,53501.98,1,2023,Yes
T25915,2023-01-13,C669,Tablet,3.0,305.2,PayPal,Failed,915.61,1,2023,No
T25916,2023-01-13,C2623,Laptop,183.0,593.08,PayPal,Completed,108534.25,1,2023,Yes
T25917,2023-01-13,C2744,Headphones,1.0,320.01,PayPal,Failed,320.01,1,2023,No
T25918,2023-01-13,C1555,Headphones,10.0,525.38,Credit Card,Unknown,5253.79,1,2023,Yes
T25919,2020-01-01,C3308,Coffee Machine,939.0,525.38,PayPal,Completed,493331.13,1,2020,Yes
T25920,2023-01-13,C2181,Tablet,10.0,984.03,PayPal,Completed,9840.31,1,2023,Yes
T25921,2023-01-13,C3902,Smartphone,4.0,391.59,PayPal,Failed,1566.35,1,2023,Yes
T25922,2021-09-12,C3310,Headphones,4.0,603.12,PayPal,Completed,2412.48,9,2021,Yes
T25923,2023-01-13,C1686,Tablet,6.0,525.38,PayPal,Pending,3152.28,1,2023,Yes
T25924,2023-01-13,C1735,Smartphone,8.0,819.74,PayPal,Unknown,6557.9,1,2023,Yes
T25925,2023-01-13,C481,Laptop,7.0,982.78,PayPal,Unknown,6879.43,1,2023,Yes
T25926,2023-01-13,C2991,Headphones,9.0,250.95,Credit Card,Completed,2258.57,1,2023,Yes
T25927,2023-01-13,C1165,Tablet,3.0,856.73,PayPal,Completed,2570.2,1,2023,Yes
T25928,2023-01-13,C2260,Headphones,8.0,525.38,Credit Card,Pending,4203.03,1,2023,Yes
T25929,2024-01-07,C4093,Coffee Machine,883.0,961.91,Credit Card,Unknown,849366.53,1,2024,Yes
T25930,2023-01-13,C4532,Tablet,789.0,753.9,Credit Card,Unknown,594827.1,1,2023,Yes
T25931,2023-01-13,C3160,Tablet,2.0,290.96,Credit Card,Unknown,581.93,1,2023,No
T25932,2023-01-13,C2913,Coffee Machine,290.0,97.73,PayPal,Completed,28342.96,1,2023,Yes
T25933,2022-05-10,C1590,Coffee Machine,7.0,250.34,PayPal,Completed,1752.38,5,2022,Yes
T25934,2022-11-05,C893,Tablet,107.0,116.7,Credit Card,Pending,12486.71,11,2022,Yes
T25935,2023-01-13,C3590,Smartphone,268.0,380.07,PayPal,Unknown,101859.04,1,2023,Yes
T25936,2023-01-13,C3073,Smartphone,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T25937,2023-01-13,C2601,Coffee Machine,6.0,525.38,PayPal,Completed,3152.28,1,2023,Yes
T25938,2023-01-13,C3021,Laptop,3.0,554.82,Credit Card,Pending,1664.45,1,2023,Yes
T25939,2023-01-13,C1973,Headphones,141.0,970.77,PayPal,Pending,136878.48,1,2023,Yes
T25940,2023-01-13,C4415,Laptop,7.0,768.2,Credit Card,Pending,5377.43,1,2023,Yes
T25941,2023-01-13,C4425,Laptop,6.0,511.29,PayPal,Failed,3067.74,1,2023,Yes
T25942,2020-09-04,C3329,Smartph,10.0,556.95,PayPal,Failed,5569.5,9,2020,Yes
T25943,2023-01-13,C4387,Smartpho,8.0,525.38,Credit Card,Unknown,4203.03,1,2023,Yes
T25944,2023-12-02,C2367,Smartphone,7.0,499.78,Credit Card,Completed,3498.48,12,2023,Yes
T25945,2021-04-08,C408,L,6.0,525.38,PayPal,Unknown,3152.28,4,2021,Yes
T25946,2023-01-13,C4348,Smartphone,1.0,525.38,Credit Card,Completed,525.38,1,2023,No
T25947,2023-01-13,C3066,Tablet,3.0,510.28,Credit Card,Completed,1530.84,1,2023,Yes
T25948,2023-01-13,C460,Coffee Machine,910.0,149.08,Credit Card,Unknown,135664.41,1,2023,Yes
T25949,2023-01-13,C3309,Headphones,1.0,525.38,PayPal,Pending,525.38,1,2023,No
T25950,2023-01-13,C3674,Headphones,1.0,525.38,PayPal,Completed,525.38,1,2023,No
T25951,2023-01-13,Unknown,Headphones,708.0,80.93,PayPal,Pending,57297.06,1,2023,Yes
T25952,2023-01-13,C1871,Coffee Machine,5.0,485.06,PayPal,Completed,2425.3,1,2023,Yes
,2023-01-13,C929,Laptop,733.0,525.38,Credit Card,Completed,385103.0,1,2023,Yes
T25954,2023-01-13,C4491,Tab,8.0,525.38,PayPal,Unknown,4203.03,1,2023,Yes
T25955,2023-01-13,C442,Smartphone,2.0,525.38,Cash,Failed,1050.76,1,2023,Yes
T25956,2022-07-09,C1593,Tablet,884.0,357.61,PayPal,Completed,316126.72,7,2022,Yes
T25957,2023-01-13,C2328,Headphones,218.0,113.53,Credit Card,Completed,24749.75,1,2023,Yes
T25958,2024-05-09,C4516,Laptop,8.0,160.01,Cash,Completed,1280.05,5,2024,Yes
T25959,2023-01-13,C2817,Smartphone,1.0,551.4,PayPal,Pending,551.4,1,2023,No
T25960,2023-01-13,C509,Headphones,437.0,525.38,Credit Card,Pending,229590.74,1,2023,Yes
T25961,2023-07-07,C2450,Laptop,276.0,985.82,Credit Card,Pending,272087.05,7,2023,Yes
T25962,2023-06-06,C318,Laptop,604.0,525.38,PayPal,Completed,317329.08,6,2023,Yes
T25963,2023-01-13,C1002,Coffee Machine,6.0,967.35,PayPal,Completed,5804.12,1,2023,Yes
T25964,2023-01-13,C4443,Laptop,6.0,525.38,PayPal,Completed,3152.28,1,2023,Yes
,2023-01-13,C4620,Headphones,6.0,956.42,PayPal,Completed,5738.53,1,2023,Yes
T25966,2023-01-13,C4250,Smartphone,3.0,957.62,Cash,Completed,2872.87,1,2023,Yes
T25967,2023-01-13,C2275,Laptop,8.0,218.71,Credit Card,Failed,1749.64,1,2023,Yes
T25968,2021-10-11,C4104,Smartphone,4.0,72.61,Credit Card,Unknown,290.44,10,2021,No
,2023-01-13,C535,Coffee Machine,313.0,114.1,PayPal,Pending,35713.53,1,2023,Yes
T25970,2023-01-13,C2161,Headphones,7.0,586.61,Credit Card,Pending,4106.28,1,2023,Yes
T25971,2023-01-13,C705,Laptop,429.0,925.51,PayPal,Completed,397043.23,1,2023,Yes
T25972,2023-01-13,C3578,Lap,10.0,525.38,Credit Card,Unknown,5253.79,1,2023,Yes
T25973,2023-01-13,C745,Tablet,10.0,525.38,Credit Card,Failed,5253.79,1,2023,Yes
T25974,2024-08-09,C771,Smartphone,8.0,909.16,PayPal,Unknown,7273.28,8,2024,Yes
,2023-01-13,C4847,Tablet,8.0,755.07,Credit Card,Completed,6040.56,1,2023,Yes
T25976,2023-01-13,C3705,Headphones,1.0,959.62,PayPal,Unknown,959.62,1,2023,No
T25977,2023-01-13,C520,Tablet,7.0,657.31,Credit Card,Failed,4601.16,1,2023,Yes
T25978,2023-01-13,C2136,Tablet,300.0,747.54,Credit Card,Pending,224263.23,1,2023,Yes
T25979,2023-01-13,C2159,Headphones,5.0,874.16,PayPal,Failed,4370.78,1,2023,Yes
T25980,2023-01-13,C4184,Laptop,3.0,670.92,Credit Card,Pending,2012.76,1,2023,Yes
T25981,2023-01-13,C3942,Smartpho,6.0,525.38,Credit Card,Failed,3152.28,1,2023,Yes
T25982,2023-01-13,C1422,Coffee Machine,9.0,897.99,Credit Card,Completed,8081.91,1,2023,Yes
T25983,2023-01-13,C2561,Headphones,9.0,525.38,Cash,Failed,4728.41,1,2023,Yes
T25984,2023-01-13,C151,Coffee Machine,10.0,92.72,PayPal,Unknown,927.21,1,2023,No
T25985,2023-01-13,C015,Coffee M,997.0,307.78,Credit Card,Pending,306860.2,1,2023,Yes
T25986,2023-01-13,C383,Smartphone,4.0,261.15,Credit Card,Unknown,1044.61,1,2023,Yes
,2023-01-13,C2907,Laptop,144.0,934.63,PayPal,Completed,134587.11,1,2023,Yes
T25988,2022-10-11,C4301,Smartphone,881.0,975.69,Credit Card,Unknown,859586.62,10,2022,Yes
T25989,2023-01-13,C1328,Coffee Machine,5.0,525.38,Credit Card,Failed,2626.9,1,2023,Yes
T25990,2023-01-13,C633,Smartphone,317.0,488.78,Credit Card,Completed,154943.51,1,2023,Yes
T25991,2023-01-13,C2207,Smartphone,1.0,65.53,PayPal,Completed,65.53,1,2023,No
T25992,2023-01-13,C4758,Tablet,5.0,549.33,Cash,Failed,2746.65,1,2023,Yes
T25993,2023-01-13,C1614,Laptop,451.0,778.73,Credit Card,Completed,351207.23,1,2023,Yes
T25994,2023-01-13,C1496,Tablet,205.0,680.43,Credit Card,Pending,139487.65,1,2023,Yes
T25995,2023-01-13,C3237,Coffee Machine,10.0,201.45,Credit Card,Completed,2014.51,1,2023,Yes
T25996,2023-01-13,C4675,Smartph,4.0,634.38,Credit Card,Completed,2537.52,1,2023,Yes
T25997,2023-01-13,C4794,Tablet,4.0,858.68,Credit Card,Completed,3434.72,1,2023,Yes
T25998,2021-08-05,Unknown,Tablet,5.0,525.38,PayPal,Pending,2626.9,8,2021,Yes
T25999,2023-01-13,C3032,Headphones,721.0,891.31,Credit Card,Completed,642637.96,1,2023,Yes
T26000,2023-01-13,C1920,La,385.0,92.07,PayPal,Completed,35446.95,1,2023,Yes
T26001,2023-01-13,C677,Headphones,1.0,824.31,PayPal,Unknown,824.31,1,2023,No
T26002,2023-01-13,C3509,Coffee Machine,2.0,99.6,PayPal,Completed,199.21,1,2023,No
T26003,2023-01-13,C2318,Coffee Machine,6.0,971.32,PayPal,Failed,5827.93,1,2023,Yes
T26004,2023-01-13,C3242,Laptop,2.0,525.38,Credit Card,Failed,1050.76,1,2023,Yes
T26005,2023-01-13,C661,Tablet,1.0,793.89,Credit Card,Failed,793.89,1,2023,No
T26006,2023-01-13,C085,Tablet,4.0,232.35,Credit Card,Failed,929.41,1,2023,No
T26007,2023-05-11,C3105,Tablet,696.0,525.38,Credit Card,Completed,365663.97,5,2023,Yes
T26008,2023-01-13,C2771,Tablet,7.0,507.46,Credit Card,Unknown,3552.25,1,2023,Yes
T26009,2023-01-13,C4979,Smartphone,1.0,572.99,Credit Card,Completed,572.99,1,2023,No
T26010,2023-01-13,C613,Tablet,3.0,317.92,Credit Card,Completed,953.77,1,2023,No
T26011,2023-01-13,C3748,Tablet,415.0,363.44,PayPal,Completed,150828.77,1,2023,Yes
T26012,2023-01-13,C1100,Smartphone,8.0,488.91,Credit Card,Completed,3911.25,1,2023,Yes
T26013,2023-01-13,C022,Smartphone,2.0,207.71,PayPal,Failed,415.42,1,2023,No
T26014,2023-01-13,C4659,Headphones,926.0,945.44,PayPal,Unknown,875477.44,1,2023,Yes
T26015,2023-12-01,C960,Headphones,4.0,525.38,Credit Card,Pending,2101.52,12,2023,Yes
T26016,2023-01-13,C1001,Tablet,9.0,525.38,Credit Card,Failed,4728.41,1,2023,Yes
,2023-01-13,Unknown,Tablet,115.0,441.16,Credit Card,Pending,50733.21,1,2023,Yes
T26018,2023-01-13,C182,Tablet,4.0,82.02,Credit Card,Completed,328.07,1,2023,No
T26019,2023-01-13,C2768,Smartphone,10.0,694.62,PayPal,Pending,6946.16,1,2023,Yes
T26020,2023-01-13,C3663,Smartphone,2.0,525.38,Credit Card,Failed,1050.76,1,2023,Yes
,2023-01-13,C3562,Laptop,328.0,525.38,Credit Card,Completed,172324.4,1,2023,Yes
T26022,2023-01-13,C4131,Coffee Machine,5.0,968.62,Credit Card,Completed,4843.11,1,2023,Yes
T26023,2023-01-13,C4115,Smartphone,9.0,423.52,Credit Card,Unknown,3811.64,1,2023,Yes
T26024,2023-01-13,C1491,Coffee Machine,250.0,517.11,Credit Card,Failed,129277.65,1,2023,Yes
T26025,2023-01-13,C2329,Smartphone,10.0,525.38,Credit Card,Failed,5253.79,1,2023,Yes
T26026,2023-01-13,C4555,Headphones,6.0,513.86,Credit Card,Failed,3083.17,1,2023,Yes
T26027,2023-01-13,C3795,Headphon,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T26028,2023-01-13,C2651,Tablet,8.0,921.89,Credit Card,Completed,7375.1,1,2023,Yes
T26029,2023-01-13,C3711,T,1.0,258.42,Credit Card,Failed,258.42,1,2023,No
T26030,2024-12-03,C1263,Coffee Machine,7.0,222.91,Credit Card,Completed,1560.39,12,2024,Yes
T26031,2023-01-13,C4087,Smartphone,8.0,525.38,Cash,Completed,4203.03,1,2023,Yes
,2023-01-13,C1096,Laptop,6.0,525.38,Cash,Unknown,3152.28,1,2023,Yes
T26033,2023-01-13,C945,Smartphone,6.0,803.63,PayPal,Unknown,4821.78,1,2023,Yes
T26034,2023-07-09,C787,Coffee Machine,383.0,697.32,Credit Card,Completed,267072.22,7,2023,Yes
T26035,2023-01-13,C4879,Coffee Machine,752.0,474.25,Cash,Completed,356638.81,1,2023,Yes
T26036,2020-07-09,C2446,Tabl,5.0,114.69,Credit Card,Completed,573.46,7,2020,No
T26037,2023-01-13,C1987,Headphones,684.0,877.99,PayPal,Completed,600545.47,1,2023,Yes
T26038,2023-01-13,C4387,Laptop,2.0,951.54,Credit Card,Pending,1903.08,1,2023,Yes
T26039,2023-01-13,C410,Tablet,354.0,677.43,Credit Card,Pending,239810.22,1,2023,Yes
T26040,2023-01-13,C643,Laptop,10.0,54.93,PayPal,Completed,549.27,1,2023,No
T26041,2023-01-13,C2141,Smartphone,667.0,884.99,Credit Card,Failed,590288.57,1,2023,Yes
T26042,2023-01-13,C3355,Smartphone,3.0,408.03,Credit Card,Completed,1224.1,1,2023,Yes
T26043,2023-01-13,C755,Tablet,1.0,619.2,Credit Card,Completed,619.2,1,2023,No
T26044,2023-01-13,C2617,Headphones,8.0,525.38,Cash,Unknown,4203.03,1,2023,Yes
T26045,2023-01-13,C4462,Smartphone,8.0,580.47,Credit Card,Pending,4643.74,1,2023,Yes
T26046,2022-01-02,C1196,Smartphone,10.0,525.38,Cash,Completed,5253.79,1,2022,Yes
T26047,2023-10-02,Unknown,Tablet,7.0,525.38,PayPal,Unknown,3677.65,10,2023,Yes
,2021-12-03,C4901,Headphones,1.0,988.99,PayPal,Completed,988.99,12,2021,No
T26049,2023-01-13,C454,Headphones,631.0,811.86,PayPal,Completed,512283.61,1,2023,Yes
T26050,2023-01-13,C020,Tablet,8.0,605.99,Credit Card,Unknown,4847.9,1,2023,Yes
T26051,2024-04-07,C547,Tablet,460.0,525.38,PayPal,Pending,241674.46,4,2024,Yes
T26052,2023-01-13,C4979,Coffee Machine,667.0,647.8,PayPal,Unknown,432079.83,1,2023,Yes
T26053,2023-01-13,C2180,Laptop,2.0,550.8,PayPal,Pending,1101.6,1,2023,Yes
T26054,2023-01-13,C4142,Laptop,889.0,525.38,Credit Card,Pending,467062.17,1,2023,Yes
T26055,2023-01-13,C608,Tablet,7.0,779.52,Credit Card,Completed,5456.67,1,2023,Yes
T26056,2023-01-13,C2981,Smartphone,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T26057,2023-01-13,C2758,Tablet,6.0,525.38,Cash,Pending,3152.28,1,2023,Yes
T26058,2023-01-13,C249,Laptop,5.0,525.38,Credit Card,Completed,2626.9,1,2023,Yes
T26059,2023-01-13,C2018,Tablet,505.0,496.34,Credit Card,Completed,250653.4,1,2023,Yes
T26060,2024-05-01,C3805,Headphones,7.0,593.35,PayPal,Failed,4153.43,5,2024,Yes
T26061,2023-01-13,C1172,Laptop,493.0,525.38,Credit Card,Completed,259011.98,1,2023,Yes
T26062,2023-01-13,C4386,Headphones,5.0,525.66,Cash,Completed,2628.32,1,2023,Yes
T26063,2023-01-13,C2271,Coffee Machine,260.0,215.1,PayPal,Unknown,55927.04,1,2023,Yes
T26064,2023-01-13,C187,Laptop,496.0,684.26,Credit Card,Unknown,339391.53,1,2023,Yes
T26065,2023-01-13,C1797,Smartphone,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T26066,2023-01-13,C3055,Coffee Machine,8.0,56.76,Credit Card,Pending,454.07,1,2023,No
T26067,2023-01-13,C4477,Headphones,5.0,525.38,PayPal,Failed,2626.9,1,2023,Yes
T26068,2023-01-13,C3112,Coffee Machine,230.0,203.78,Credit Card,Completed,46869.37,1,2023,Yes
T26069,2022-10-10,C260,Headphones,1.0,525.38,Credit Card,Failed,525.38,10,2022,No
T26070,2020-07-02,C3554,Tablet,5.0,525.38,Credit Card,Completed,2626.9,7,2020,Yes
T26071,2023-01-13,C1016,Coffee Machine,1.0,965.37,Cash,Pending,965.37,1,2023,No
T26072,2023-01-13,C4650,Laptop,720.0,525.38,Credit Card,Completed,378273.07,1,2023,Yes
T26073,2023-01-13,C3123,Smartphone,8.0,315.44,Credit Card,Unknown,2523.51,1,2023,Yes
T26074,2023-01-13,Unknown,Smartphone,367.0,525.38,Cash,Completed,192814.19,1,2023,Yes
T26075,2023-01-13,C1599,Smartphone,5.0,257.14,PayPal,Completed,1285.71,1,2023,Yes
T26076,2023-01-13,C585,Coffee Machine,498.0,885.3,Credit Card,Pending,440879.4,1,2023,Yes
T26077,2023-01-13,C3639,Smartphone,5.0,525.38,PayPal,Unknown,2626.9,1,2023,Yes
T26078,2023-01-13,C4894,Tablet,3.0,832.93,Credit Card,Unknown,2498.79,1,2023,Yes
T26079,2023-01-13,C839,Tablet,247.0,540.22,Credit Card,Completed,133434.01,1,2023,Yes
T26080,2023-01-13,C224,Laptop,300.0,429.29,Cash,Unknown,128788.31,1,2023,Yes
T26081,2020-08-07,C2282,Headphones,776.0,525.38,Credit Card,Completed,407694.31,8,2020,Yes
T26082,2023-01-13,C223,Headphones,9.0,929.95,Credit Card,Pending,8369.58,1,2023,Yes
T26083,2023-01-13,C2484,Laptop,4.0,87.05,PayPal,Completed,348.2,1,2023,No
T26084,2023-01-13,C1396,Headphones,3.0,644.66,PayPal,Completed,1933.98,1,2023,Yes
T26085,2023-05-06,Unknown,Smartphone,605.0,356.45,PayPal,Failed,215649.63,5,2023,Yes
T26086,2023-01-13,C466,Coffee Machine,2.0,794.4,Credit Card,Failed,1588.81,1,2023,Yes
T26087,2023-01-13,C2080,S,10.0,133.03,Credit Card,Failed,1330.33,1,2023,Yes
T26088,2023-01-08,C118,Headphones,7.0,525.38,Credit Card,Completed,3677.65,1,2023,Yes
T26089,2023-01-13,C3946,Smartphone,7.0,525.38,PayPal,Pending,3677.65,1,2023,Yes
T26090,2023-01-13,C3112,Tablet,491.0,525.38,Cash,Completed,257961.22,1,2023,Yes
T26091,2023-01-13,C444,Coffee Mach,10.0,626.65,Cash,Unknown,6266.49,1,2023,Yes
T26092,2023-01-13,C3162,Coffee Machine,907.0,267.7,Credit Card,Completed,242803.84,1,2023,Yes
T26093,2021-08-04,C3583,Smartphone,8.0,680.22,Cash,Pending,5441.76,8,2021,Yes
T26094,2023-01-13,C1088,Smartphone,10.0,275.74,PayPal,Failed,2757.42,1,2023,Yes
T26095,2023-01-13,C1577,Smartphone,8.0,525.38,Credit Card,Completed,4203.03,1,2023,Yes
,2023-01-13,C2342,Smartphone,2.0,251.48,PayPal,Completed,502.96,1,2023,No
T84163,2023-01-13,C200,Smartphone,3.0,131.15,Credit Card,Unknown,393.45,1,2023,No
T26098,2023-01-13,C4261,Headphones,3.0,124.23,Credit Card,Failed,372.69,1,2023,No
T26099,2023-01-13,C4411,Coffee,924.0,127.39,Credit Card,Failed,117712.6,1,2023,Yes
,2023-01-13,C3020,Smartphone,224.0,525.38,PayPal,Pending,117684.96,1,2023,Yes
T26101,2023-01-13,C4844,Coffee Machine,220.0,847.5,PayPal,Failed,186450.0,1,2023,Yes
T26102,2023-01-13,C4391,Smartphone,2.0,157.66,PayPal,Completed,315.31,1,2023,No
T26103,2023-01-13,C4331,Laptop,5.0,778.72,PayPal,Completed,3893.61,1,2023,Yes
T26104,2023-01-13,C4047,Tablet,800.0,101.11,Credit Card,Pending,80887.09,1,2023,Yes
T26105,2023-01-13,C3317,Headph,4.0,344.33,Credit Card,Pending,1377.34,1,2023,Yes
T26106,2023-01-13,C4795,Headphones,6.0,298.8,Credit Card,Pending,1792.81,1,2023,Yes
T26107,2023-01-13,C2163,Coffee Machine,7.0,439.39,PayPal,Failed,3075.76,1,2023,Yes
T26108,2023-01-13,C1367,Smartphone,1.0,795.48,Credit Card,Completed,795.48,1,2023,No
T26109,2023-01-13,C4099,Smartphone,656.0,711.58,Credit Card,Unknown,466794.47,1,2023,Yes
T26110,2023-01-13,C2567,Tablet,487.0,955.66,Credit Card,Completed,465406.24,1,2023,Yes
T26111,2023-01-13,C4342,Smartphone,8.0,525.38,PayPal,Failed,4203.03,1,2023,Yes
T26112,2023-01-13,C2456,Tablet,9.0,300.51,PayPal,Completed,2704.62,1,2023,Yes
T26113,2024-04-04,C3007,Headphones,2.0,401.73,PayPal,Pending,803.46,4,2024,No
T26114,2023-01-13,C1942,Laptop,7.0,268.2,PayPal,Completed,1877.4,1,2023,Yes
,2023-01-13,C4802,Laptop,1.0,76.34,Cash,Completed,76.34,1,2023,No
T26116,2023-01-13,C3219,Headphones,3.0,181.64,PayPal,Completed,544.91,1,2023,No
T26117,2023-01-13,C2466,Headphones,9.0,525.38,PayPal,Completed,4728.41,1,2023,Yes
T26118,2023-01-13,C2311,Laptop,9.0,525.38,Cash,Completed,4728.41,1,2023,Yes
T26119,2023-01-13,C4321,Smartphone,5.0,227.49,PayPal,Pending,1137.43,1,2023,Yes
T26120,2023-01-13,C4672,Smartphone,9.0,513.42,Credit Card,Unknown,4620.81,1,2023,Yes
T26121,2023-01-13,C1648,Coffee Machine,8.0,587.81,PayPal,Failed,4702.44,1,2023,Yes
T26122,2023-01-13,C3238,Tablet,8.0,186.49,Credit Card,Completed,1491.95,1,2023,Yes
T26123,2023-01-13,C2529,Tablet,808.0,582.05,PayPal,Completed,470295.34,1,2023,Yes
,2023-01-13,C4738,Tablet,5.0,525.38,Credit Card,Pending,2626.9,1,2023,Yes
T26125,2023-01-13,C1978,Coffee Machine,605.0,525.38,Credit Card,Completed,317854.46,1,2023,Yes
T26126,2023-08-09,C1565,Headphones,10.0,590.23,Credit Card,Pending,5902.26,8,2023,Yes
T26127,2023-01-13,C1955,Headphones,6.0,205.98,Credit Card,Unknown,1235.88,1,2023,Yes
T26128,2023-01-13,C2399,Tablet,875.0,525.38,PayPal,Completed,459706.86,1,2023,Yes
T26129,2023-01-13,C865,Headphones,868.0,219.03,Credit Card,Completed,190119.93,1,2023,Yes
T26130,2022-01-04,C1162,Tablet,6.0,591.04,PayPal,Completed,3546.23,1,2022,Yes
T26131,2022-08-05,C972,Tablet,232.0,525.38,Credit Card,Failed,121887.99,8,2022,Yes
T26132,2023-01-13,C2234,Tablet,6.0,230.93,PayPal,Completed,1385.59,1,2023,Yes
T26133,2023-01-13,Unknown,Coffee Machine,311.0,525.38,Credit Card,Unknown,163392.95,1,2023,Yes
T26134,2023-01-13,C281,Tablet,7.0,864.25,PayPal,Completed,6049.76,1,2023,Yes
T26135,2023-01-13,C2225,Laptop,4.0,525.38,Cash,Pending,2101.52,1,2023,Yes
T26136,2023-01-13,C2100,Coffee Machine,429.0,635.87,Credit Card,Completed,272786.6,1,2023,Yes
T26137,2023-01-13,Unknown,Smartphone,769.0,525.38,Credit Card,Completed,404016.66,1,2023,Yes
T26138,2023-01-13,C1669,Coffee Machine,955.0,247.73,Credit Card,Completed,236584.76,1,2023,Yes
T26139,2023-01-13,C3924,Tablet,727.0,437.07,Cash,Completed,317746.73,1,2023,Yes
T26140,2023-01-13,C3209,Smartphone,843.0,89.7,PayPal,Completed,75615.21,1,2023,Yes
T26141,2023-01-13,Unknown,Smartphone,1.0,525.38,Credit Card,Completed,525.38,1,2023,No
T26142,2023-01-13,C910,Smartphon,3.0,525.38,PayPal,Unknown,1576.14,1,2023,Yes
T26143,2024-04-02,C4234,Coffee Machine,503.0,525.38,Credit Card,Completed,264265.77,4,2024,Yes
T26144,2023-01-13,C4944,Coffee Machine,6.0,580.7,PayPal,Completed,3484.21,1,2023,Yes
T26145,2023-01-13,C3416,Tablet,2.0,525.38,Credit Card,Completed,1050.76,1,2023,Yes
T26146,2023-01-13,C2443,Laptop,5.0,230.18,PayPal,Completed,1150.9,1,2023,Yes
T26147,2023-01-13,Unknown,Coffee Machine,7.0,285.15,Credit Card,Completed,1996.05,1,2023,Yes
T26148,2023-01-13,Unknown,Coffee M,9.0,274.19,Credit Card,Unknown,2467.67,1,2023,Yes
T26149,2022-01-06,C3910,Coffee Machine,9.0,525.38,Cash,Unknown,4728.41,1,2022,Yes
T26150,2023-01-13,C1398,Laptop,187.0,594.09,PayPal,Failed,111094.35,1,2023,Yes
T26151,2023-01-13,C3555,Tablet,1.0,816.92,Credit Card,Completed,816.92,1,2023,No
T26152,2023-01-13,C4354,Headphones,6.0,184.7,Cash,Unknown,1108.21,1,2023,Yes
T26153,2023-01-13,C237,Headphones,189.0,525.38,Credit Card,Failed,99296.68,1,2023,Yes
T26154,2023-01-13,C1640,Smartphone,849.0,852.1,PayPal,Completed,723434.2,1,2023,Yes
T26155,2020-10-03,C1403,Smartphone,4.0,525.38,Credit Card,Completed,2101.52,10,2020,Yes
T26156,2023-01-13,C2624,Smartphone,5.0,95.88,Credit Card,Completed,479.41,1,2023,No
T26157,2023-01-13,C2477,Laptop,3.0,962.48,PayPal,Completed,2887.45,1,2023,Yes
T26158,2023-01-13,C535,Headphones,7.0,516.58,PayPal,Failed,3616.03,1,2023,Yes
T26159,2023-01-13,C4457,Headphones,1.0,428.99,Cash,Unknown,428.99,1,2023,No
T26160,2023-01-13,C1074,Coffee Machine,6.0,525.38,PayPal,Completed,3152.28,1,2023,Yes
T26161,2023-01-13,C2811,Smartp,8.0,655.96,Credit Card,Completed,5247.69,1,2023,Yes
T26162,2023-01-13,C1471,Headphones,9.0,525.38,Credit Card,Unknown,4728.41,1,2023,Yes
T26163,2023-01-13,C705,Tablet,5.0,394.62,Cash,Completed,1973.11,1,2023,Yes
T26164,2023-01-13,C2379,C,3.0,525.38,PayPal,Pending,1576.14,1,2023,Yes
T26165,2023-02-06,C3049,Tablet,197.0,523.01,Credit Card,Failed,103033.73,2,2023,Yes
T26166,2023-10-09,C1435,Smartpho,9.0,253.12,PayPal,Completed,2278.07,10,2023,Yes
T26167,2023-01-13,C3933,Headphones,4.0,277.43,Credit Card,Completed,1109.72,1,2023,Yes
T26168,2023-01-13,C660,Coffee Machine,770.0,348.77,PayPal,Failed,268553.33,1,2023,Yes
T26169,2023-01-13,Unknown,Tablet,8.0,525.38,PayPal,Completed,4203.03,1,2023,Yes
T26170,2023-01-13,C4243,Coffee Machine,893.0,625.97,Credit Card,Completed,558988.1,1,2023,Yes
,2023-01-13,C4760,Laptop,6.0,875.56,Credit Card,Completed,5253.38,1,2023,Yes
T26172,2023-01-13,C3906,La,3.0,915.2,Credit Card,Failed,2745.59,1,2023,Yes
T26173,2024-12-12,C3918,Coffee Machine,544.0,525.38,PayPal,Unknown,285806.32,12,2024,Yes
